target_chr	target_start	target_end	bait_chr	bait_start	bait_end	bait_name	score	tissue	promoter_chr	promoter_start	promoter_end	gene	overlapping_bp
chr11	24086104	24091709	chr11	25702213	25706273	hs392	5.55	MB	chr11	24083400	24093601	Bcl11a	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	5.55	MB	chr11	24083800	24094001	Bcl11a	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.11	CF	chr11	24068400	24092201	Bcl11a, Gm12063	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.11	CF	chr11	24082400	24092801	Bcl11a	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.11	CF	chr11	24083400	24093601	Bcl11a	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.11	CF	chr11	24083800	24094001	Bcl11a	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.42	FL	chr11	24068400	24092201	Bcl11a, Gm12063	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.42	FL	chr11	24082400	24092801	Bcl11a	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.42	FL	chr11	24083400	24093601	Bcl11a	5605
chr11	24086104	24091709	chr11	25702213	25706273	hs392	6.42	FL	chr11	24083800	24094001	Bcl11a	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	10.98	CF	chr11	24068400	24092201	Bcl11a, Gm12063	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	10.98	CF	chr11	24082400	24092801	Bcl11a	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	10.98	CF	chr11	24083400	24093601	Bcl11a	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	10.98	CF	chr11	24083800	24094001	Bcl11a	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	7.52	FL	chr11	24068400	24092201	Bcl11a, Gm12063	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	7.52	FL	chr11	24082400	24092801	Bcl11a	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	7.52	FL	chr11	24083400	24093601	Bcl11a	5605
chr11	24086104	24091709	chr11	25731037	25734236	hs391	7.52	FL	chr11	24083800	24094001	Bcl11a	5605
chr11	24091710	24094237	chr11	25286368	25290288	hs836	5.26	TK	chr11	24068400	24092201	Bcl11a, Gm12063	491
chr11	24091710	24094237	chr11	25286368	25290288	hs836	5.26	TK	chr11	24082400	24092801	Bcl11a	1091
chr11	24091710	24094237	chr11	25286368	25290288	hs836	5.26	TK	chr11	24083400	24093601	Bcl11a	1891
chr11	24091710	24094237	chr11	25286368	25290288	hs836	5.26	TK	chr11	24083800	24094001	Bcl11a	2291
chr11	24195930	24199176	chr11	25702213	25706273	hs392	5.89	NT	chr11	24197400	24207601	Gm12065	1776
chr11	24195930	24199176	chr11	25702213	25706273	hs392	5.89	NT	chr11	24198000	24208201	Gm12065	1176
chr11	24195930	24199176	chr11	25702213	25706273	hs392	6.94	TK	chr11	24197400	24207601	Gm12065	1776
chr11	24195930	24199176	chr11	25702213	25706273	hs392	6.94	TK	chr11	24198000	24208201	Gm12065	1176
chr11	24207371	24209798	chr11	26119722	26122818	hs1174	5.22	MB	chr11	24197400	24207601	Gm12065	230
chr11	24207371	24209798	chr11	26119722	26122818	hs1174	5.22	MB	chr11	24198000	24208201	Gm12065	830
chr11	26203305	26207745	chr11	26769909	26774369	mm1555	6.86	NT	chr11	26204400	26216401	5730522E02Rik	3345
chr11	31668734	31672973	chr11	32244383	32248393	mm101	5.56	NT	chr11	31665400	31677801	Bod1	4239
chr11	31672974	31677627	chr11	32244383	32248393	mm101	5.99	HR	chr11	31665400	31677801	Bod1	4653
chr11	31672974	31677627	chr11	32244383	32248393	mm101	6.03	NT	chr11	31665400	31677801	Bod1	4653
chr11	31672974	31677627	chr11	32244383	32248393	mm101	6.4	HB	chr11	31665400	31677801	Bod1	4653
chr11	32206267	32210547	chr11	32244383	32248393	mm101	5.13	HL	chr11	32199600	32211401	Snrnp25	4280
chr11	32276927	32279814	chr11	32244383	32248393	mm101	5.73	HR	chr11	32271800	32282001	Hba-x	2887
chr11	32276927	32279814	chr11	32244383	32248393	mm101	5.73	HR	chr11	32276200	32286401	Hba-a1	2887
chr11	32276927	32279814	chr11	32244383	32248393	mm101	5.73	HR	chr11	32277600	32290201	Hba-a1, Hbq1b	2214
chr11	33682026	33687187	chr11	33299081	33301700	hs278	5.27	HL	chr11	33675200	33685800	Kcnip1	3774
chr11	44474652	44480313	chr11	46201585	46204043	mm102	6.02	TL	chr11	44464173	44477174	Ublcp1	2522
chr11	44521215	44524023	chr11	46201585	46204043	mm102	5.59	HL	chr11	44512773	44527774	Rnf145	2808
chr11	44521215	44524023	chr11	46201585	46204043	mm102	6.06	NT	chr11	44512773	44527774	Rnf145	2808
chr11	44611040	44613810	chr11	45134346	45138621	hs1208	5.9	HL	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	11.63	FL	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	14.51	HB	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	5.57	FB	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	6.4	CF	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	7.11	NT	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	7.64	TL	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	7.69	HL	chr11	44611373	44627774	Ebf1	2437
chr11	44611040	44613810	chr11	45549149	45551904	hs1130	7.78	HR	chr11	44611373	44627774	Ebf1	2437
chr11	44613811	44618186	chr11	44799055	44802499	hs230	5.43	MB	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45134346	45138621	hs1208	8.02	HL	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45134346	45138621	hs1208	8.04	FL	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45549149	45551904	hs1130	11.57	FL	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45549149	45551904	hs1130	11.77	HB	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45549149	45551904	hs1130	11.98	HL	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45549149	45551904	hs1130	5.71	CF	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45549149	45551904	hs1130	6.09	TK	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45549149	45551904	hs1130	8.23	TL	chr11	44611373	44627774	Ebf1	4375
chr11	44613811	44618186	chr11	45549149	45551904	hs1130	8.44	MB	chr11	44611373	44627774	Ebf1	4375
chr11	44618187	44624691	chr11	44799055	44802499	hs230	5.08	CF	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	44799055	44802499	hs230	5.08	CF	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	44799055	44802499	hs230	6.13	TL	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	44799055	44802499	hs230	6.13	TL	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45134346	45138621	hs1208	5.45	FL	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45134346	45138621	hs1208	5.45	FL	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	10.27	FL	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	10.27	FL	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	5.17	TK	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	5.17	TK	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	6.88	MB	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	6.88	MB	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	6.93	NT	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	6.93	NT	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	7.6	FB	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	7.6	FB	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	7.77	TL	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	7.77	TL	chr11	44620773	44631574	Ebf1	3918
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	8.83	HL	chr11	44611373	44627774	Ebf1	6504
chr11	44618187	44624691	chr11	45549149	45551904	hs1130	8.83	HL	chr11	44620773	44631574	Ebf1	3918
chr11	45847092	45851853	chr11	44655203	44658958	hs1022	5.86	FB	chr11	45846373	45861774	Clint1	4761
chr11	45936337	45940970	chr11	44624692	44627662	hs1123	5.62	FL	chr11	45937973	45950374	Lsm11	2997
chr11	45936337	45940970	chr11	46201585	46204043	mm102	5.06	TK	chr11	45937973	45950374	Lsm11	2997
chr11	45936337	45940970	chr11	46201585	46204043	mm102	5.41	CF	chr11	45937973	45950374	Lsm11	2997
chr11	45936337	45940970	chr11	46201585	46204043	mm102	5.79	HR	chr11	45937973	45950374	Lsm11	2997
chr11	45940971	45945522	chr11	46201585	46204043	mm102	5.18	FB	chr11	45937973	45950374	Lsm11	4551
chr11	45940971	45945522	chr11	46201585	46204043	mm102	5.69	TK	chr11	45937973	45950374	Lsm11	4551
chr11	45945523	45947559	chr11	46201585	46204043	mm102	5.02	TK	chr11	45937973	45950374	Lsm11	2036
chr11	45950419	45953904	chr11	46201585	46204043	mm102	5.21	FL	chr11	45949773	45960774	Thg1l	3485
chr11	45950419	45953904	chr11	46201585	46204043	mm102	5.99	CF	chr11	45949773	45960774	Thg1l	3485
chr11	45950419	45953904	chr11	46201585	46204043	mm102	6.07	HR	chr11	45949773	45960774	Thg1l	3485
chr11	45950419	45953904	chr11	46201585	46204043	mm102	6.91	TL	chr11	45949773	45960774	Thg1l	3485
chr11	45953905	45956264	chr11	46201585	46204043	mm102	6.2	TL	chr11	45949773	45960774	Thg1l	2359
chr11	45956265	45960849	chr11	44624692	44627662	hs1123	5.24	MB	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	5.89	FL	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	5.8	MB	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	6.17	HL	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	6.44	HB	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	7.09	NT	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	7.15	HR	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	7.53	TL	chr11	45949773	45960774	Thg1l	4509
chr11	45956265	45960849	chr11	46201585	46204043	mm102	8.65	TK	chr11	45949773	45960774	Thg1l	4509
chr11	46054557	46059239	chr11	46201585	46204043	mm102	5.78	HB	chr11	46047173	46057574	Gm12166	3017
chr11	46054557	46059239	chr11	46201585	46204043	mm102	5.78	HB	chr11	46050373	46063574	Adam19	4682
chr11	46054557	46059239	chr11	46201585	46204043	mm102	5.94	CF	chr11	46047173	46057574	Gm12166	3017
chr11	46054557	46059239	chr11	46201585	46204043	mm102	5.94	CF	chr11	46050373	46063574	Adam19	4682
chr11	46054557	46059239	chr11	46201585	46204043	mm102	6.55	FL	chr11	46047173	46057574	Gm12166	3017
chr11	46054557	46059239	chr11	46201585	46204043	mm102	6.55	FL	chr11	46050373	46063574	Adam19	4682
chr11	46054557	46059239	chr11	46201585	46204043	mm102	6.74	MB	chr11	46047173	46057574	Gm12166	3017
chr11	46054557	46059239	chr11	46201585	46204043	mm102	6.74	MB	chr11	46050373	46063574	Adam19	4682
chr11	46054557	46059239	chr11	46201585	46204043	mm102	6.78	TK	chr11	46047173	46057574	Gm12166	3017
chr11	46054557	46059239	chr11	46201585	46204043	mm102	6.78	TK	chr11	46050373	46063574	Adam19	4682
chr11	46054557	46059239	chr11	46201585	46204043	mm102	7.59	TL	chr11	46047173	46057574	Gm12166	3017
chr11	46054557	46059239	chr11	46201585	46204043	mm102	7.59	TL	chr11	46050373	46063574	Adam19	4682
chr11	46054557	46059239	chr11	46201585	46204043	mm102	7.92	HR	chr11	46047173	46057574	Gm12166	3017
chr11	46054557	46059239	chr11	46201585	46204043	mm102	7.92	HR	chr11	46050373	46063574	Adam19	4682
chr11	46059240	46062806	chr11	46201585	46204043	mm102	7.79	HR	chr11	46050373	46063574	Adam19	3566
chr11	46062807	46068719	chr11	46201585	46204043	mm102	5.07	FL	chr11	46050373	46063574	Adam19	767
chr11	46062807	46068719	chr11	46201585	46204043	mm102	5.86	HR	chr11	46050373	46063574	Adam19	767
chr11	46062807	46068719	chr11	46201585	46204043	mm102	5.94	CF	chr11	46050373	46063574	Adam19	767
chr11	46437497	46441759	chr11	44624692	44627662	hs1123	5.07	HR	chr11	46430573	46444174	Med7	4262
chr11	54960608	54963546	chr11	54878648	54883945	mm1343	5.06	HL	chr11	54949974	54961575	Tnip1	967
chr11	54960608	54963546	chr11	54878648	54883945	mm1343	5.06	HL	chr11	54956374	54967975	Tnip1	2938
chr11	54966692	54971777	chr11	54878648	54883945	mm1343	5.08	HL	chr11	54956374	54967975	Tnip1	1283
chr11	54966692	54971777	chr11	54878648	54883945	mm1343	5.42	TL	chr11	54956374	54967975	Tnip1	1283
chr11	54966692	54971777	chr11	54878648	54883945	mm1343	5.55	CF	chr11	54956374	54967975	Tnip1	1283
chr11	55021384	55027332	chr11	54878648	54883945	mm1343	5.6	TL	chr11	55025974	55038975	Anxa6	1358
chr11	55027333	55032478	chr11	54878648	54883945	mm1343	5.08	HR	chr11	55025974	55038975	Anxa6	5145
chr11	55027333	55032478	chr11	54878648	54883945	mm1343	6.39	TL	chr11	55025974	55038975	Anxa6	5145
chr11	55032479	55038789	chr11	54878648	54883945	mm1343	5.66	CF	chr11	55025974	55038975	Anxa6	6310
chr11	55032479	55038789	chr11	54878648	54883945	mm1343	6.53	HR	chr11	55025974	55038975	Anxa6	6310
chr11	55032479	55038789	chr11	54878648	54883945	mm1343	7.04	HL	chr11	55025974	55038975	Anxa6	6310
chr11	55032479	55038789	chr11	54878648	54883945	mm1343	7.16	TK	chr11	55025974	55038975	Anxa6	6310
chr11	55032479	55038789	chr11	54878648	54883945	mm1343	7.29	TL	chr11	55025974	55038975	Anxa6	6310
chr11	55038790	55046012	chr11	54878648	54883945	mm1343	5.24	HL	chr11	55025974	55038975	Anxa6	185
chr11	55038790	55046012	chr11	54878648	54883945	mm1343	5.64	MB	chr11	55025974	55038975	Anxa6	185
chr11	55038790	55046012	chr11	54878648	54883945	mm1343	6.05	CF	chr11	55025974	55038975	Anxa6	185
chr11	55038790	55046012	chr11	54878648	54883945	mm1343	6.85	FL	chr11	55025974	55038975	Anxa6	185
chr11	55038790	55046012	chr11	54878648	54883945	mm1343	7.59	TK	chr11	55025974	55038975	Anxa6	185
chr11	55038790	55046012	chr11	54878648	54883945	mm1343	8.06	HR	chr11	55025974	55038975	Anxa6	185
chr11	55038790	55046012	chr11	54878648	54883945	mm1343	9.83	TL	chr11	55025974	55038975	Anxa6	185
chr11	55080289	55086006	chr11	54878648	54883945	mm1343	5.01	FB	chr11	55071974	55083575	Ccdc69	3286
chr11	55080289	55086006	chr11	54878648	54883945	mm1343	5.26	HL	chr11	55071974	55083575	Ccdc69	3286
chr11	55080289	55086006	chr11	54878648	54883945	mm1343	5.29	TK	chr11	55071974	55083575	Ccdc69	3286
chr11	55080289	55086006	chr11	54878648	54883945	mm1343	5.88	HR	chr11	55071974	55083575	Ccdc69	3286
chr11	63127386	63131264	chr11	62980670	62987097	mm62	5.41	HR	chr11	63123974	63134175	Pmp22	3878
chr11	63127386	63131264	chr11	62980670	62987097	mm62	5.41	HR	chr11	63124374	63135375	Pmp22	3878
chr11	63127386	63131264	chr11	62980670	62987097	mm62	5.41	HR	chr11	63125574	63140375	Pmp22	3878
chr11	63127386	63131264	chr11	62980670	62987097	mm62	5.6	FL	chr11	63123974	63134175	Pmp22	3878
chr11	63127386	63131264	chr11	62980670	62987097	mm62	5.6	FL	chr11	63124374	63135375	Pmp22	3878
chr11	63127386	63131264	chr11	62980670	62987097	mm62	5.6	FL	chr11	63125574	63140375	Pmp22	3878
chr11	63134290	63137713	chr11	64897897	64901285	hs1497	5.08	FB	chr11	63124374	63135375	Pmp22	1085
chr11	63134290	63137713	chr11	64897897	64901285	hs1497	5.08	FB	chr11	63125574	63140375	Pmp22	3423
chr11	63137714	63141930	chr11	62980670	62987097	mm62	5.22	TL	chr11	63125574	63140375	Pmp22	2661
chr11	63137714	63141930	chr11	62980670	62987097	mm62	6.44	HR	chr11	63125574	63140375	Pmp22	2661
chr11	63915209	63919277	chr11	64897897	64901285	hs1497	5.68	HL	chr11	63912574	63929775	Hs3st3b1	4068
chr11	63915209	63919277	chr11	64897897	64901285	hs1497	6.1	CF	chr11	63912574	63929775	Hs3st3b1	4068
chr11	63921294	63924812	chr11	64897897	64901285	hs1497	6.81	TK	chr11	63912574	63929775	Hs3st3b1	3518
chr11	63921294	63924812	chr11	64897897	64901285	hs1497	8.03	TL	chr11	63912574	63929775	Hs3st3b1	3518
chr11	63928194	63931100	chr11	64897897	64901285	hs1497	5.28	HL	chr11	63912574	63929775	Hs3st3b1	1581
chr11	64969945	64976311	chr11	62980670	62987097	mm62	10.02	HB	chr11	64973174	64985175	Elac2	3137
chr11	64969945	64976311	chr11	62980670	62987097	mm62	11.89	TL	chr11	64973174	64985175	Elac2	3137
chr11	64969945	64976311	chr11	62980670	62987097	mm62	5.43	HL	chr11	64973174	64985175	Elac2	3137
chr11	64969945	64976311	chr11	62980670	62987097	mm62	7.24	NT	chr11	64973174	64985175	Elac2	3137
chr11	64969945	64976311	chr11	62980670	62987097	mm62	7.64	HR	chr11	64973174	64985175	Elac2	3137
chr11	64969945	64976311	chr11	62980670	62987097	mm62	8.16	FL	chr11	64973174	64985175	Elac2	3137
chr11	64969945	64976311	chr11	62980670	62987097	mm62	8.86	CF	chr11	64973174	64985175	Elac2	3137
chr11	64978663	64982303	chr11	62980670	62987097	mm62	10.09	NT	chr11	64973174	64985175	Elac2	3640
chr11	64978663	64982303	chr11	62980670	62987097	mm62	8.7	HB	chr11	64973174	64985175	Elac2	3640
chr11	65258631	65262734	chr11	65648083	65651941	mm85	5.12	CF	chr11	65260774	65276375	Myocd	1960
chr11	65262735	65266949	chr11	65648083	65651941	mm85	5.07	TL	chr11	65260774	65276375	Myocd	4214
chr11	65262735	65266949	chr11	65648083	65651941	mm85	5.11	HL	chr11	65260774	65276375	Myocd	4214
chr11	65262735	65266949	chr11	65648083	65651941	mm85	6.23	HR	chr11	65260774	65276375	Myocd	4214
chr11	74927845	74932497	chr11	75047958	75051077	hs1445	5.06	HL	chr11	74919374	74932575	Smg6, Srr	4652
chr11	74927845	74932497	chr11	75047958	75051077	hs1445	5.98	FL	chr11	74919374	74932575	Smg6, Srr	4652
chr11	75073592	75078187	chr11	75047958	75051077	hs1445	5.06	CF	chr11	75065974	75076375	Rps12-ps19, Smg6	2783
chr11	75073592	75078187	chr11	75047958	75051077	hs1445	5.34	HR	chr11	75065974	75076375	Rps12-ps19, Smg6	2783
chr11	75073592	75078187	chr11	75047958	75051077	hs1445	6.48	TK	chr11	75065974	75076375	Rps12-ps19, Smg6	2783
chr11	75157070	75159841	chr11	75047958	75051077	hs1445	5.19	CF	chr11	75158574	75176175	Hic1	1267
chr11	75157070	75159841	chr11	75047958	75051077	hs1445	5.24	HL	chr11	75158574	75176175	Hic1	1267
chr11	75157070	75159841	chr11	75047958	75051077	hs1445	5.34	NT	chr11	75158574	75176175	Hic1	1267
chr11	75157070	75159841	chr11	75047958	75051077	hs1445	5.39	FL	chr11	75158574	75176175	Hic1	1267
chr11	75157070	75159841	chr11	75047958	75051077	hs1445	8.23	HR	chr11	75158574	75176175	Hic1	1267
chr11	75157070	75159841	chr11	75047958	75051077	hs1445	9.97	TK	chr11	75158574	75176175	Hic1	1267
chr11	75159842	75160420	chr11	75047958	75051077	hs1445	5.34	TK	chr11	75158574	75176175	Hic1	578
chr11	75160421	75164181	chr11	75047958	75051077	hs1445	10.45	CF	chr11	75158574	75176175	Hic1	3760
chr11	75160421	75164181	chr11	75047958	75051077	hs1445	5	HR	chr11	75158574	75176175	Hic1	3760
chr11	75160421	75164181	chr11	75047958	75051077	hs1445	7.54	TL	chr11	75158574	75176175	Hic1	3760
chr11	75160421	75164181	chr11	75047958	75051077	hs1445	8.07	TK	chr11	75158574	75176175	Hic1	3760
chr11	75160421	75164181	chr11	75047958	75051077	hs1445	8.15	FL	chr11	75158574	75176175	Hic1	3760
chr11	75160421	75164181	chr11	75047958	75051077	hs1445	8.98	HL	chr11	75158574	75176175	Hic1	3760
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	11.41	FL	chr11	75158574	75176175	Hic1	4522
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	11.41	FL	chr11	75166574	75179575	Hic1	4485
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	17.55	TK	chr11	75158574	75176175	Hic1	4522
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	17.55	TK	chr11	75166574	75179575	Hic1	4485
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	7.63	HR	chr11	75158574	75176175	Hic1	4522
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	7.63	HR	chr11	75166574	75179575	Hic1	4485
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	7.96	HL	chr11	75158574	75176175	Hic1	4522
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	7.96	HL	chr11	75166574	75179575	Hic1	4485
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	8.37	CF	chr11	75158574	75176175	Hic1	4522
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	8.37	CF	chr11	75166574	75179575	Hic1	4485
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	9.54	TL	chr11	75158574	75176175	Hic1	4522
chr11	75166537	75171059	chr11	75047958	75051077	hs1445	9.54	TL	chr11	75166574	75179575	Hic1	4485
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	5.28	HR	chr11	75158574	75176175	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	5.28	HR	chr11	75166574	75179575	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	5.28	HR	chr11	75172774	75184575	Dph1, Ovca2	2504
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	5.48	CF	chr11	75158574	75176175	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	5.48	CF	chr11	75166574	75179575	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	5.48	CF	chr11	75172774	75184575	Dph1, Ovca2	2504
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	6.13	FL	chr11	75158574	75176175	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	6.13	FL	chr11	75166574	75179575	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	6.13	FL	chr11	75172774	75184575	Dph1, Ovca2	2504
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	6.74	TK	chr11	75158574	75176175	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	6.74	TK	chr11	75166574	75179575	Hic1	4218
chr11	75171060	75175278	chr11	75047958	75051077	hs1445	6.74	TK	chr11	75172774	75184575	Dph1, Ovca2	2504
chr11	75411763	75415674	chr11	75047958	75051077	hs1445	5.09	TK	chr11	75415574	75427775	Serpinf1	100
chr11	75411763	75415674	chr11	75047958	75051077	hs1445	5.16	TL	chr11	75415574	75427775	Serpinf1	100
chr11	75426708	75432191	chr11	75047958	75051077	hs1445	5.37	HB	chr11	75415574	75427775	Serpinf1	1067
chr11	75443189	75447527	chr11	75047958	75051077	hs1445	5.69	FB	chr11	75432774	75444575	Serpinf2	1386
chr11	75443189	75447527	chr11	75047958	75051077	hs1445	5.69	FB	chr11	75442974	75456975	Wdr81	4338
chr11	75443189	75447527	chr11	75047958	75051077	hs1445	5.69	FB	chr11	75447174	75457375	Wdr81	353
chr11	75530790	75535465	chr11	75047958	75051077	hs1445	6.01	NT	chr11	75525374	75538975	Gm45606, Slc43a2	4675
chr11	75530790	75535465	chr11	75047958	75051077	hs1445	6.01	NT	chr11	75529974	75540375	Gm45606, Slc43a2	4675
chr11	77101962	77105928	chr11	77421943	77425351	hs1675	5.11	CF	chr11	77102974	77113375	Efcab5	2954
chr11	77101962	77105928	chr11	77421943	77425351	hs1675	5.23	FB	chr11	77102974	77113375	Efcab5	2954
chr11	77101962	77105928	chr11	77421943	77425351	hs1675	5.27	NT	chr11	77102974	77113375	Efcab5	2954
chr11	77101962	77105928	chr11	77421943	77425351	hs1675	5.63	HB	chr11	77102974	77113375	Efcab5	2954
chr11	77101962	77105928	chr11	77421943	77425351	hs1675	6.21	HL	chr11	77102974	77113375	Efcab5	2954
chr11	77101962	77105928	chr11	77421943	77425351	hs1675	7.09	TL	chr11	77102974	77113375	Efcab5	2954
chr11	77101962	77105928	chr11	77421943	77425351	hs1675	7.39	MB	chr11	77102974	77113375	Efcab5	2954
chr11	77112982	77116405	chr11	77421943	77425351	hs1675	5.17	NT	chr11	77102974	77113375	Efcab5	393
chr11	77923811	77928384	chr11	77904305	77908898	mm981	5.23	HB	chr11	77925174	77940575	Sez6	3210
chr11	77951412	77954431	chr11	77904305	77908898	mm981	5.16	NT	chr11	77942974	77953775	Sez6	2363
chr11	80430974	80434411	chr11	81611691	81614615	hs1725	5.03	NT	chr11	80422975	80435175	Psmd11	3437
chr11	80812146	80817291	chr11	81611691	81614615	hs1725	5.09	MB	chr11	80804774	80816775	Tmem98	4629
chr11	80812146	80817291	chr11	81611691	81614615	hs1725	5.79	HB	chr11	80804774	80816775	Tmem98	4629
chr11	80812146	80817291	chr11	81611691	81614615	hs1725	7.55	NT	chr11	80804774	80816775	Tmem98	4629
chr11	84523939	84528599	chr11	84764810	84767747	hs362	5.11	NT	chr11	84513374	84536175	Lhx1, Lhx1os	4660
chr11	84523939	84528599	chr11	84764810	84767747	hs362	5.26	MB	chr11	84513374	84536175	Lhx1, Lhx1os	4660
chr11	84523939	84528599	chr11	84764810	84767747	hs362	7.74	HB	chr11	84513374	84536175	Lhx1, Lhx1os	4660
chr11	84783825	84789067	chr11	84479684	84483126	hs364	10.15	TL	chr11	84775174	84785975	Gm11431	2150
chr11	84783825	84789067	chr11	84479684	84483126	hs364	5.05	FB	chr11	84775174	84785975	Gm11431	2150
chr11	84783825	84789067	chr11	84479684	84483126	hs364	5.18	FL	chr11	84775174	84785975	Gm11431	2150
chr11	84783825	84789067	chr11	84479684	84483126	hs364	5.83	HL	chr11	84775174	84785975	Gm11431	2150
